,Name,Points,Assists,Offensive Rebounds,Position,Season
10524,Jamal Crawford,12.0,2.0,0.0,PG,2009.0
10525,Jamal Crawford,17.0,2.0,0.0,SG,2010.0
10526,Jamal Crawford,13.0,2.0,0.0,SG,2011.0
10528,Jamal Crawford,15.0,2.0,0.0,SG,2013.0
10529,Jamal Crawford,15.0,2.0,0.0,SG,2014.0
10531,Jamal Crawford,13.0,2.0,0.0,SG,2016.0
10532,Jamal Crawford,12.0,2.0,0.0,SG,2017.0
10541,Jamal Mashburn,16.0,3.0,0.0,SF,2000.0
10542,Jamal Mashburn,18.0,5.0,1.0,SF,2001.0
10544,Jamal Mashburn,21.0,5.0,0.0,SF,2003.0
10553,Jamario Moon,8.0,1.0,1.0,SF,2008.0
10554,Jamario Moon,7.0,1.0,0.0,SF,2009.0
10564,Jameer Nelson,12.0,4.0,0.0,PG,2007.0
10568,Jameer Nelson,12.0,5.0,0.0,PG,2011.0
10571,Jameer Nelson,10.0,5.0,0.0,PG,2014.0
10577,Jameer Nelson,8.0,4.0,0.0,PG,2017.0
10587,James Anderson,9.0,1.0,0.0,SG,2014.0
10660,James Harden,12.0,2.0,0.0,SG,2011.0
10662,James Harden,24.0,5.0,0.0,SG,2013.0
10663,James Harden,22.0,5.0,0.0,SG,2014.0
10664,James Harden,27.0,6.0,0.0,SG,2015.0
10665,James Harden,28.0,7.0,0.0,SG,2016.0
10666,James Harden,28.0,11.0,1.0,PG,2017.0
10680,James Johnson,11.0,3.0,0.0,PF,2017.0
10703,James Posey,8.0,1.0,1.0,SF,2000.0
10704,James Posey,8.0,1.0,1.0,SF,2001.0
10705,James Posey,9.0,2.0,1.0,SF,2002.0
10706,James Posey,10.0,2.0,1.0,SF,2003.0
10709,James Posey,13.0,1.0,1.0,SG,2004.0
10714,James Posey,8.0,1.0,0.0,SG,2009.0
10781,Jamie Feick,5.0,0.0,3.0,C,2000.0
10798,JaMychal Green,8.0,1.0,2.0,PF,2017.0
10841,Jared Dudley,10.0,1.0,1.0,SF,2011.0
10842,Jared Dudley,10.0,1.0,1.0,SG,2012.0
10843,Jared Dudley,10.0,2.0,0.0,SF,2013.0
10846,Jared Dudley,7.0,2.0,0.0,PF,2016.0
10850,Jared Jeffries,6.0,1.0,1.0,SF,2005.0
10866,Jared Sullinger,11.0,1.0,2.0,PF,2014.0
10892,Jarrett Jack,11.0,5.0,0.0,PG,2007.0
10893,Jarrett Jack,9.0,3.0,0.0,SG,2008.0
10894,Jarrett Jack,13.0,4.0,0.0,SG,2009.0
10895,Jarrett Jack,11.0,5.0,0.0,PG,2010.0
10900,Jarrett Jack,12.0,5.0,0.0,SG,2013.0
10901,Jarrett Jack,9.0,3.0,0.0,PG,2014.0
10902,Jarrett Jack,11.0,4.0,0.0,PG,2015.0
10918,Jarvis Hayes,8.0,1.0,0.0,SF,2004.0
10937,Jason Caffey,10.0,1.0,2.0,PF,2000.0
10948,Jason Collins,5.0,1.0,1.0,C,2004.0
10949,Jason Collins,6.0,1.0,1.0,C,2005.0
10994,Jason Kidd,11.0,8.0,1.0,PG,2000.0
10995,Jason Kidd,15.0,9.0,1.0,PG,2001.0
10996,Jason Kidd,14.0,9.0,1.0,PG,2002.0
10997,Jason Kidd,18.0,8.0,1.0,PG,2003.0
10998,Jason Kidd,12.0,7.0,1.0,PG,2004.0
10999,Jason Kidd,11.0,6.0,1.0,PG,2005.0
11000,Jason Kidd,12.0,8.0,1.0,PG,2006.0
11001,Jason Kidd,12.0,8.0,1.0,PG,2007.0
11002,Jason Kidd,10.0,9.0,1.0,PG,2008.0
11005,Jason Kidd,8.0,8.0,1.0,PG,2009.0
11006,Jason Kidd,10.0,8.0,0.0,PG,2010.0
11007,Jason Kidd,7.0,7.0,0.0,PG,2011.0
11009,Jason Kidd,5.0,3.0,0.0,SG,2013.0
11022,Jason Richardson,14.0,2.0,1.0,SG,2002.0
11023,Jason Richardson,15.0,3.0,1.0,SG,2003.0
11024,Jason Richardson,17.0,2.0,1.0,SG,2004.0
11025,Jason Richardson,19.0,3.0,1.0,SG,2005.0
11026,Jason Richardson,21.0,2.0,1.0,SG,2006.0
11028,Jason Richardson,21.0,3.0,0.0,SF,2008.0
11029,Jason Richardson,14.0,1.0,0.0,SG,2009.0
11032,Jason Richardson,15.0,1.0,0.0,SG,2010.0
11033,Jason Richardson,15.0,1.0,0.0,SG,2011.0
11053,Jason Terry,19.0,4.0,0.0,SG,2001.0
11054,Jason Terry,18.0,5.0,0.0,SG,2002.0
11055,Jason Terry,17.0,7.0,0.0,PG,2003.0
11056,Jason Terry,16.0,5.0,0.0,PG,2004.0
11057,Jason Terry,12.0,5.0,0.0,PG,2005.0
11058,Jason Terry,16.0,3.0,0.0,PG,2006.0
11059,Jason Terry,16.0,5.0,0.0,SG,2007.0
11060,Jason Terry,15.0,3.0,0.0,SG,2008.0
11061,Jason Terry,17.0,3.0,0.0,SG,2009.0
11062,Jason Terry,15.0,3.0,0.0,SG,2010.0
11063,Jason Terry,15.0,4.0,0.0,SG,2011.0
11064,Jason Terry,11.0,2.0,0.0,SG,2012.0
11065,Jason Terry,9.0,2.0,0.0,SG,2013.0
11070,Jason Thompson,11.0,1.0,2.0,PF,2009.0
11071,Jason Thompson,11.0,1.0,2.0,C,2010.0
11074,Jason Thompson,10.0,1.0,2.0,PF,2013.0
11075,Jason Thompson,7.0,0.0,1.0,PF,2014.0
11081,Jason Williams,12.0,7.0,0.0,PG,2000.0
11082,Jason Williams,8.0,5.0,0.0,PG,2001.0
11083,Jason Williams,11.0,6.0,0.0,PG,2002.0
11084,Jason Williams,11.0,7.0,0.0,PG,2003.0
11085,Jason Williams,9.0,6.0,0.0,PG,2004.0
11096,JaVale McGee,9.0,0.0,2.0,C,2011.0
11234,Jeff Green,10.0,1.0,1.0,SF,2008.0
11235,Jeff Green,15.0,1.0,1.0,PF,2009.0
11236,Jeff Green,15.0,1.0,1.0,PF,2010.0
11237,Jeff Green,12.0,1.0,0.0,PF-SF,2011.0
11240,Jeff Green,12.0,1.0,0.0,PF,2013.0
11241,Jeff Green,16.0,1.0,0.0,SF,2014.0
11242,Jeff Green,14.0,1.0,0.0,SF,2015.0
11245,Jeff Green,11.0,1.0,0.0,SF,2016.0
11268,Jeff Hornacek,11.0,2.0,0.0,SG,2000.0
11305,Jeff McInnis,12.0,5.0,0.0,PG,2001.0
11306,Jeff McInnis,14.0,6.0,0.0,PG,2002.0
11308,Jeff McInnis,10.0,5.0,0.0,SG-PG,2004.0
11311,Jeff McInnis,11.0,4.0,0.0,PG,2005.0
11345,Jeff Teague,10.0,3.0,0.0,PG,2012.0
11346,Jeff Teague,14.0,7.0,0.0,PG,2013.0
11347,Jeff Teague,15.0,6.0,0.0,PG,2014.0
11348,Jeff Teague,14.0,6.0,0.0,PG,2015.0
11349,Jeff Teague,15.0,5.0,0.0,PG,2016.0
11350,Jeff Teague,15.0,7.0,0.0,PG,2017.0
11398,Jerami Grant,9.0,1.0,1.0,SF,2016.0
11416,Jeremy Lin,13.0,6.0,0.0,PG,2013.0
11417,Jeremy Lin,10.0,3.0,0.0,PG,2014.0
11419,Jeremy Lin,11.0,2.0,0.0,SG,2016.0
11451,Jermaine O'Neal,12.0,1.0,3.0,C,2001.0
11452,Jermaine O'Neal,16.0,1.0,2.0,PF,2002.0
11453,Jermaine O'Neal,19.0,1.0,2.0,PF,2003.0
11454,Jermaine O'Neal,19.0,2.0,2.0,PF,2004.0
11457,Jermaine O'Neal,16.0,2.0,1.0,C,2007.0
11459,Jermaine O'Neal,11.0,1.0,1.0,C,2009.0
11549,Jerome Williams,8.0,0.0,3.0,PF,2000.0
11554,Jerome Williams,8.0,1.0,2.0,PF,2003.0
11637,Jerry Stackhouse,23.0,4.0,1.0,SG,2000.0
11638,Jerry Stackhouse,29.0,5.0,1.0,SG,2001.0
11639,Jerry Stackhouse,19.0,4.0,0.0,SF,2002.0
11640,Jerry Stackhouse,18.0,3.0,0.0,SG,2003.0
11819,Jim Jackson,16.0,2.0,1.0,SF,2000.0
11825,Jim Jackson,12.0,2.0,0.0,SF,2004.0
12012,Jimmy Butler,8.0,1.0,1.0,SF,2013.0
12013,Jimmy Butler,10.0,2.0,1.0,SG,2014.0
12014,Jimmy Butler,15.0,2.0,1.0,SG,2015.0
12015,Jimmy Butler,17.0,3.0,0.0,SG,2016.0
12016,Jimmy Butler,22.0,5.0,1.0,SF,2017.0
12044,Jiri Welsch,9.0,2.0,0.0,SG,2004.0
12071,Joakim Noah,9.0,3.0,3.0,C,2013.0
12072,Joakim Noah,12.0,5.0,3.0,C,2014.0
12073,Joakim Noah,5.0,3.0,2.0,C,2015.0
12081,Jodie Meeks,9.0,0.0,0.0,SG,2011.0
12084,Jodie Meeks,14.0,1.0,0.0,SG,2014.0
12214,Joe Johnson,9.0,2.0,0.0,SG,2003.0
12215,Joe Johnson,16.0,4.0,0.0,SG,2004.0
12216,Joe Johnson,17.0,3.0,1.0,SF,2005.0
12217,Joe Johnson,20.0,6.0,1.0,SG,2006.0
12218,Joe Johnson,17.0,3.0,0.0,SG,2007.0
12219,Joe Johnson,21.0,5.0,1.0,SG,2008.0
12220,Joe Johnson,20.0,5.0,0.0,SG,2009.0
12221,Joe Johnson,19.0,4.0,0.0,SG,2010.0
12222,Joe Johnson,16.0,4.0,0.0,SG,2011.0
12223,Joe Johnson,13.0,2.0,0.0,SG,2012.0
12224,Joe Johnson,14.0,3.0,0.0,SG,2013.0
12225,Joe Johnson,15.0,2.0,0.0,SG,2014.0
12226,Joe Johnson,14.0,3.0,0.0,SG,2015.0
12227,Joe Johnson,12.0,3.0,0.0,SF,2016.0
12290,Joe Smith,10.0,0.0,2.0,PF,2004.0
12291,Joe Smith,9.0,0.0,2.0,PF,2005.0
12704,John Salmons,7.0,2.0,0.0,SG,2006.0
12705,John Salmons,8.0,3.0,0.0,SG,2007.0
12706,John Salmons,12.0,2.0,0.0,SG,2008.0
12707,John Salmons,17.0,3.0,0.0,SF,2009.0
12710,John Salmons,15.0,2.0,0.0,SG,2010.0
12713,John Salmons,12.0,3.0,0.0,SG,2011.0
12715,John Salmons,8.0,2.0,0.0,SF,2013.0
12752,John Starks,8.0,2.0,0.0,SG,2001.0
12769,John Stockton*,12.0,8.0,0.0,PG,2000.0
12770,John Stockton*,11.0,8.0,0.0,PG,2001.0
12771,John Stockton*,13.0,8.0,0.0,PG,2002.0
12772,John Stockton*,10.0,7.0,0.0,PG,2003.0
12824,John Wall,13.0,7.0,0.0,PG,2011.0
12825,John Wall,13.0,6.0,0.0,PG,2012.0
12827,John Wall,19.0,8.0,0.0,PG,2014.0
12828,John Wall,16.0,9.0,0.0,PG,2015.0
12829,John Wall,18.0,9.0,0.0,PG,2016.0
12830,John Wall,22.0,10.0,0.0,PG,2017.0
12980,Johnny Newman,10.0,1.0,0.0,SG,2001.0
13061,Jonas Jerebko,9.0,0.0,2.0,PF,2010.0
13071,Jonas Valanciunas,11.0,0.0,2.0,C,2014.0
13072,Jonas Valanciunas,11.0,0.0,2.0,C,2015.0
13074,Jonas Valanciunas,11.0,0.0,2.0,C,2017.0
13087,Jonny Flynn,13.0,4.0,0.0,PG,2010.0
13095,Jordan Clarkson,14.0,2.0,1.0,SG,2016.0
13096,Jordan Clarkson,14.0,2.0,0.0,SG,2017.0
13153,Jose Calderon,11.0,8.0,0.0,PG,2008.0
13154,Jose Calderon,10.0,7.0,0.0,PG,2009.0
13156,Jose Calderon,8.0,7.0,0.0,PG,2011.0
13158,Jose Calderon,10.0,6.0,0.0,PG,2013.0
13161,Jose Calderon,11.0,4.0,0.0,PG,2014.0
13163,Jose Calderon,6.0,3.0,0.0,PG,2016.0
13177,Josh Childress,9.0,1.0,2.0,SG,2005.0
13178,Josh Childress,9.0,1.0,1.0,SF,2006.0
13179,Josh Childress,8.0,1.0,1.0,SG,2007.0
13180,Josh Childress,10.0,1.0,2.0,SF,2008.0
13197,Josh Howard,11.0,1.0,2.0,SF,2005.0
13199,Josh Howard,16.0,1.0,1.0,SF,2007.0
13200,Josh Howard,18.0,2.0,1.0,SF,2008.0
13218,Josh McRoberts,8.0,4.0,1.0,PF,2014.0
13235,Josh Smith,8.0,1.0,1.0,SF,2005.0
13236,Josh Smith,11.0,2.0,2.0,SF,2006.0
13237,Josh Smith,14.0,2.0,2.0,SF,2007.0
13238,Josh Smith,17.0,3.0,1.0,PF,2008.0
13239,Josh Smith,13.0,2.0,1.0,PF,2009.0
13240,Josh Smith,15.0,4.0,2.0,PF,2010.0
13241,Josh Smith,15.0,3.0,1.0,PF,2011.0
13242,Josh Smith,15.0,3.0,1.0,PF,2012.0
13243,Josh Smith,16.0,3.0,1.0,PF,2013.0
13244,Josh Smith,15.0,3.0,1.0,SF,2014.0
13245,Josh Smith,12.0,3.0,1.0,PF,2015.0
13252,Jrue Holiday,13.0,6.0,0.0,PG,2011.0
13253,Jrue Holiday,10.0,3.0,0.0,PG,2012.0
13254,Jrue Holiday,16.0,7.0,1.0,PG,2013.0
13258,Jrue Holiday,12.0,5.0,0.0,PG,2017.0
13259,Juan Carlos,10.0,2.0,0.0,SG,2008.0
13311,Julius Randle,11.0,1.0,2.0,PF,2016.0
13312,Julius Randle,11.0,3.0,1.0,PF,2017.0
13318,Jumaine Jones,8.0,1.0,1.0,PF,2002.0
13319,Jumaine Jones,9.0,1.0,1.0,SF,2003.0
13322,Jumaine Jones,9.0,0.0,1.0,PF,2006.0
13337,Junior Harrington,5.0,3.0,0.0,PG,2003.0
13373,Justise Winslow,6.0,1.0,0.0,SF,2016.0
13387,Juwan Howard,14.0,3.0,1.0,PF,2000.0
13388,Juwan Howard,17.0,2.0,2.0,PF,2001.0
13391,Juwan Howard,14.0,2.0,2.0,PF,2002.0
13394,Juwan Howard,17.0,2.0,2.0,PF,2003.0
13395,Juwan Howard,16.0,1.0,2.0,PF,2004.0
13397,Juwan Howard,11.0,1.0,2.0,PF,2006.0
13398,Juwan Howard,9.0,1.0,1.0,PF,2007.0
13471,Karl Malone*,25.0,3.0,2.0,PF,2000.0
13472,Karl Malone*,22.0,4.0,1.0,PF,2001.0
13473,Karl Malone*,21.0,4.0,1.0,PF,2002.0
13474,Karl Malone*,20.0,4.0,1.0,PF,2003.0
13476,Karl-Anthony Towns,18.0,1.0,2.0,C,2016.0
13477,Karl-Anthony Towns,25.0,2.0,3.0,C,2017.0
13482,Kawhi Leonard,12.0,1.0,1.0,SF,2015.0
13483,Kawhi Leonard,18.0,2.0,1.0,SF,2016.0
13484,Kawhi Leonard,23.0,3.0,0.0,SF,2017.0
13510,Keith Bogans,8.0,1.0,0.0,SG,2008.0
13567,Keith Van,18.0,1.0,2.0,PF,2000.0
13569,Keith Van,14.0,2.0,1.0,SF,2002.0
13570,Keith Van,14.0,1.0,1.0,PF,2003.0
13571,Keith Van,14.0,1.0,1.0,SF,2004.0
13580,Kelenna Azubuike,12.0,1.0,1.0,SF,2009.0
13627,Kemba Walker,17.0,5.0,0.0,PG,2013.0
13628,Kemba Walker,15.0,5.0,0.0,PG,2014.0
13629,Kemba Walker,13.0,3.0,0.0,PG,2015.0
13630,Kemba Walker,20.0,5.0,0.0,PG,2016.0
13631,Kemba Walker,22.0,5.0,0.0,PG,2017.0
13683,Kendall Gill,12.0,2.0,1.0,SF,2000.0
13686,Kendall Gill,8.0,1.0,0.0,SG,2003.0
13698,Kendrick Perkins,7.0,1.0,2.0,C,2009.0
13699,Kendrick Perkins,9.0,0.0,1.0,C,2010.0
13716,Kenneth Faried,11.0,0.0,3.0,PF,2013.0
13717,Kenneth Faried,13.0,1.0,2.0,PF,2014.0
13718,Kenneth Faried,11.0,1.0,2.0,PF,2015.0
13733,Kenny Anderson,14.0,5.0,0.0,PG,2000.0
13735,Kenny Anderson,8.0,4.0,0.0,PG,2002.0
13842,Kenny Thomas,12.0,1.0,1.0,PF,2002.0
13846,Kenny Thomas,12.0,1.0,3.0,PF,2004.0
13847,Kenny Thomas,11.0,1.0,2.0,PF,2005.0
13850,Kenny Thomas,9.0,2.0,2.0,PF,2006.0
13871,Kent Bazemore,10.0,2.0,0.0,SF,2016.0
13887,Kentavious Caldwell-Pope,12.0,1.0,0.0,SG,2015.0
13888,Kentavious Caldwell-Pope,13.0,1.0,0.0,SG,2016.0
13889,Kentavious Caldwell-Pope,12.0,2.0,0.0,SG,2017.0
13891,Kenyon Martin,9.0,1.0,1.0,PF,2001.0
13892,Kenyon Martin,13.0,2.0,1.0,PF,2002.0
13893,Kenyon Martin,15.0,2.0,2.0,PF,2003.0
13894,Kenyon Martin,13.0,1.0,1.0,PF,2004.0
13895,Kenyon Martin,13.0,2.0,1.0,PF,2005.0
13898,Kenyon Martin,10.0,1.0,1.0,PF,2008.0
13899,Kenyon Martin,9.0,1.0,0.0,PF,2009.0
13911,Keon Clark,11.0,1.0,2.0,C,2002.0
13930,Kerry Kittles,13.0,2.0,0.0,SG,2002.0
13932,Kerry Kittles,13.0,2.0,0.0,SG,2004.0
13951,Kevin Durant,19.0,2.0,0.0,SG,2008.0
13952,Kevin Durant,22.0,2.0,0.0,SF,2009.0
13953,Kevin Durant,30.0,2.0,1.0,SF,2010.0
13954,Kevin Durant,26.0,2.0,0.0,SF,2011.0
13955,Kevin Durant,22.0,2.0,0.0,SF,2012.0
13956,Kevin Durant,27.0,4.0,0.0,SF,2013.0
13957,Kevin Durant,31.0,5.0,0.0,SF,2014.0
13959,Kevin Durant,24.0,4.0,0.0,SF,2016.0
13960,Kevin Durant,18.0,3.0,0.0,SF,2017.0
13990,Kevin Garnett,22.0,4.0,2.0,PF,2000.0
13991,Kevin Garnett,21.0,4.0,2.0,PF,2001.0
13992,Kevin Garnett,20.0,5.0,2.0,PF,2002.0
13993,Kevin Garnett,22.0,6.0,2.0,PF,2003.0
13994,Kevin Garnett,24.0,4.0,2.0,PF,2004.0
13995,Kevin Garnett,22.0,5.0,3.0,PF,2005.0
13996,Kevin Garnett,20.0,3.0,2.0,PF,2006.0
13997,Kevin Garnett,20.0,3.0,2.0,PF,2007.0
13998,Kevin Garnett,16.0,2.0,1.0,PF,2008.0
14000,Kevin Garnett,12.0,2.0,0.0,PF,2010.0
14001,Kevin Garnett,12.0,2.0,1.0,PF,2011.0
14003,Kevin Garnett,12.0,1.0,0.0,C,2013.0
14069,Kevin Love,10.0,1.0,3.0,C,2009.0
14071,Kevin Love,18.0,2.0,4.0,PF,2011.0
14072,Kevin Love,17.0,1.0,2.0,PF,2012.0
14074,Kevin Love,24.0,4.0,2.0,PF,2014.0
14075,Kevin Love,14.0,2.0,1.0,PF,2015.0
14076,Kevin Love,15.0,2.0,1.0,PF,2016.0
14082,Kevin Martin,19.0,2.0,0.0,SG,2007.0
14083,Kevin Martin,17.0,1.0,0.0,SG,2008.0
14088,Kevin Martin,22.0,2.0,0.0,SG,2011.0
14090,Kevin Martin,13.0,1.0,0.0,SG,2013.0
14091,Kevin Martin,15.0,1.0,0.0,SG,2014.0
14237,Keyon Dooling,9.0,3.0,0.0,PG,2009.0
14254,Khris Middleton,12.0,2.0,0.0,SF,2014.0
14255,Khris Middleton,12.0,2.0,0.0,SF,2015.0
14256,Khris Middleton,17.0,4.0,0.0,SG,2016.0
14284,Kirk Hinrich,11.0,6.0,0.0,PG,2004.0
14285,Kirk Hinrich,14.0,6.0,0.0,PG,2005.0
14286,Kirk Hinrich,15.0,6.0,0.0,PG,2006.0
14287,Kirk Hinrich,16.0,6.0,0.0,PG,2007.0
14288,Kirk Hinrich,10.0,5.0,0.0,PG,2008.0
14290,Kirk Hinrich,9.0,4.0,0.0,SG,2010.0
14291,Kirk Hinrich,8.0,3.0,0.0,SG-PG,2011.0
14296,Kirk Hinrich,8.0,3.0,0.0,PG,2014.0
14312,Klay Thompson,16.0,2.0,0.0,SG,2013.0
14313,Klay Thompson,18.0,2.0,0.0,SG,2014.0
14314,Klay Thompson,20.0,2.0,0.0,SG,2015.0
14315,Klay Thompson,21.0,2.0,0.0,SG,2016.0
14316,Klay Thompson,21.0,1.0,0.0,SG,2017.0
14325,Kobe Bryant,18.0,3.0,1.0,SG,2000.0
14326,Kobe Bryant,23.0,4.0,1.0,SG,2001.0
14327,Kobe Bryant,24.0,5.0,1.0,SG,2002.0
14328,Kobe Bryant,30.0,5.0,1.0,SG,2003.0
14329,Kobe Bryant,18.0,4.0,1.0,SG,2004.0
14330,Kobe Bryant,22.0,4.0,1.0,SG,2005.0
14331,Kobe Bryant,34.0,4.0,0.0,SG,2006.0
14332,Kobe Bryant,29.0,5.0,0.0,SG,2007.0
14333,Kobe Bryant,28.0,5.0,1.0,SG,2008.0
14334,Kobe Bryant,26.0,4.0,1.0,SG,2009.0
14335,Kobe Bryant,24.0,4.0,0.0,SG,2010.0
14336,Kobe Bryant,25.0,4.0,1.0,SG,2011.0
14337,Kobe Bryant,19.0,3.0,0.0,SG,2012.0
14338,Kobe Bryant,26.0,5.0,0.0,SG,2013.0
14373,Kris Humphries,9.0,1.0,2.0,PF,2011.0
14374,Kris Humphries,10.0,1.0,2.0,PF,2012.0
14386,Kristaps Porzingis,12.0,1.0,1.0,PF,2016.0
14387,Kristaps Porzingis,14.0,1.0,1.0,PF,2017.0
14424,Kurt Thomas,9.0,0.0,2.0,PF,2001.0
14425,Kurt Thomas,13.0,1.0,2.0,C,2002.0
14426,Kurt Thomas,13.0,1.0,1.0,C,2003.0
14427,Kurt Thomas,10.0,1.0,1.0,PF,2004.0
14428,Kurt Thomas,11.0,1.0,2.0,PF,2005.0
14441,Kwame Brown,9.0,1.0,2.0,PF,2004.0
14457,Kyle Korver,11.0,2.0,0.0,SF,2005.0
14458,Kyle Korver,11.0,1.0,0.0,SF,2006.0
14459,Kyle Korver,13.0,1.0,0.0,SF,2007.0
14467,Kyle Korver,9.0,1.0,0.0,SF,2013.0
14468,Kyle Korver,10.0,2.0,0.0,SG,2014.0
14469,Kyle Korver,11.0,2.0,0.0,SG,2015.0
14470,Kyle Korver,9.0,2.0,0.0,SG,2016.0
14475,Kyle Lowry,9.0,3.0,0.0,PG,2008.0
14480,Kyle Lowry,12.0,6.0,1.0,PG,2011.0
14482,Kyle Lowry,9.0,5.0,0.0,PG,2013.0
14483,Kyle Lowry,17.0,7.0,1.0,PG,2014.0
14484,Kyle Lowry,15.0,5.0,0.0,PG,2015.0
14485,Kyle Lowry,19.0,6.0,0.0,PG,2016.0
14486,Kyle Lowry,16.0,5.0,0.0,PG,2017.0
14499,Kyle Singler,8.0,0.0,1.0,SF,2013.0
14500,Kyle Singler,9.0,0.0,1.0,SF,2014.0
14511,Kyrie Irving,16.0,4.0,0.0,PG,2013.0
14512,Kyrie Irving,18.0,5.0,0.0,PG,2014.0
14513,Kyrie Irving,19.0,4.0,0.0,PG,2015.0
14515,Kyrie Irving,22.0,5.0,0.0,PG,2017.0
14532,Lamar Odom,15.0,3.0,1.0,SF,2000.0
14533,Lamar Odom,15.0,4.0,1.0,PF,2001.0
14536,Lamar Odom,16.0,3.0,1.0,PF,2004.0
14537,Lamar Odom,11.0,2.0,1.0,PF,2005.0
14538,Lamar Odom,14.0,5.0,2.0,PF,2006.0
14539,Lamar Odom,10.0,3.0,1.0,PF,2007.0
14540,Lamar Odom,13.0,3.0,2.0,PF,2008.0
14541,Lamar Odom,10.0,2.0,2.0,PF,2009.0
14542,Lamar Odom,10.0,3.0,2.0,PF,2010.0
14543,Lamar Odom,14.0,3.0,2.0,PF,2011.0
14549,LaMarcus Aldridge,16.0,1.0,2.0,PF,2008.0
14550,LaMarcus Aldridge,17.0,1.0,2.0,PF,2009.0
14551,LaMarcus Aldridge,16.0,1.0,2.0,PF,2010.0
14552,LaMarcus Aldridge,21.0,2.0,3.0,PF,2011.0
14554,LaMarcus Aldridge,19.0,2.0,2.0,PF,2013.0
14555,LaMarcus Aldridge,19.0,2.0,2.0,PF,2014.0
14556,LaMarcus Aldridge,20.0,1.0,2.0,PF,2015.0
14557,LaMarcus Aldridge,16.0,1.0,2.0,PF,2016.0
14558,LaMarcus Aldridge,15.0,1.0,2.0,PF,2017.0
14565,Lamond Murray,14.0,1.0,1.0,SF,2000.0
14566,Lamond Murray,12.0,1.0,1.0,SF,2001.0
14567,Lamond Murray,14.0,1.0,0.0,SF,2002.0
14585,Lance Stephenson,8.0,2.0,0.0,SG,2013.0
14586,Lance Stephenson,13.0,4.0,1.0,SG,2014.0
14603,Landry Fields,9.0,1.0,1.0,SG,2011.0
14609,Langston Galloway,7.0,2.0,0.0,PG,2016.0
14690,Larry Hughes,14.0,2.0,1.0,SG,2000.0
14694,Larry Hughes,10.0,3.0,1.0,SG,2002.0
14695,Larry Hughes,10.0,2.0,0.0,PG,2003.0
14696,Larry Hughes,14.0,1.0,1.0,SG,2004.0
14697,Larry Hughes,16.0,3.0,0.0,SG,2005.0
14699,Larry Hughes,12.0,3.0,0.0,SG,2007.0
14700,Larry Hughes,10.0,2.0,0.0,PG-SG,2008.0
14719,Larry Johnson,9.0,2.0,1.0,PF,2000.0
14720,Larry Johnson,7.0,1.0,1.0,PF,2001.0
14885,Latrell Sprewell,18.0,4.0,0.0,SF,2000.0
14886,Latrell Sprewell,16.0,3.0,0.0,SF,2001.0
14887,Latrell Sprewell,19.0,3.0,0.0,SF,2002.0
14888,Latrell Sprewell,14.0,4.0,0.0,SF,2003.0
14889,Latrell Sprewell,16.0,3.0,0.0,SF,2004.0
14890,Latrell Sprewell,12.0,2.0,0.0,SF,2005.0
14922,Leandro Barbosa,17.0,3.0,0.0,SG,2007.0
14923,Leandro Barbosa,15.0,2.0,0.0,SG,2008.0
14935,LeBron James,20.0,5.0,1.0,SG,2004.0
14936,LeBron James,26.0,7.0,1.0,SF,2005.0
14937,LeBron James,30.0,6.0,0.0,SF,2006.0
14938,LeBron James,26.0,5.0,1.0,SF,2007.0
14939,LeBron James,27.0,6.0,1.0,SF,2008.0
14940,LeBron James,28.0,7.0,1.0,SF,2009.0
14941,LeBron James,27.0,7.0,0.0,SF,2010.0
14942,LeBron James,25.0,6.0,0.0,SF,2011.0
14943,LeBron James,20.0,4.0,1.0,SF,2012.0
