,Name,Points,Assists,Offensive Rebounds,Position,Season
14944,LeBron James,24.0,6.0,1.0,PF,2013.0
14945,LeBron James,25.0,5.0,0.0,PF,2014.0
14946,LeBron James,21.0,6.0,0.0,SF,2015.0
14947,LeBron James,23.0,6.0,1.0,SF,2016.0
14948,LeBron James,23.0,7.0,1.0,SF,2017.0
14974,Lee Nailon,11.0,1.0,1.0,SF,2005.0
15158,Lindsey Hunter,12.0,3.0,0.0,PG,2000.0
15159,Lindsey Hunter,10.0,2.0,0.0,PG,2001.0
15271,Lorenzen Wright,9.0,1.0,2.0,C,2005.0
15350,Lou Williams,15.0,2.0,0.0,SG,2015.0
15403,Luc Mbah,7.0,1.0,2.0,PF,2009.0
15405,Luc Mbah,6.0,0.0,2.0,PF,2011.0
15424,Lucious Harris,8.0,1.0,0.0,SG,2001.0
15449,Luis Scola,10.0,1.0,2.0,PF,2008.0
15450,Luis Scola,12.0,1.0,2.0,PF,2009.0
15451,Luis Scola,16.0,2.0,2.0,PF,2010.0
15452,Luis Scola,16.0,2.0,1.0,PF,2011.0
15453,Luis Scola,12.0,1.0,1.0,PF,2012.0
15454,Luis Scola,12.0,2.0,1.0,PF,2013.0
15485,Luke Ridnour,10.0,5.0,0.0,PG,2005.0
15486,Luke Ridnour,11.0,6.0,0.0,PG,2006.0
15487,Luke Ridnour,9.0,4.0,0.0,PG,2007.0
15489,Luke Ridnour,8.0,4.0,0.0,PG,2009.0
15491,Luke Ridnour,10.0,4.0,0.0,PG,2011.0
15493,Luke Ridnour,11.0,3.0,0.0,SG,2013.0
15517,Luol Deng,13.0,1.0,1.0,SF,2006.0
15518,Luol Deng,18.0,2.0,1.0,SF,2007.0
15519,Luol Deng,13.0,1.0,1.0,SF,2008.0
15521,Luol Deng,15.0,1.0,1.0,SF,2010.0
15522,Luol Deng,17.0,2.0,1.0,SF,2011.0
15523,Luol Deng,10.0,1.0,0.0,SF,2012.0
15524,Luol Deng,15.0,2.0,1.0,SF,2013.0
15525,Luol Deng,12.0,2.0,1.0,SF,2014.0
15528,Luol Deng,12.0,1.0,1.0,SF,2015.0
15529,Luol Deng,11.0,1.0,1.0,PF,2016.0
15532,Luther Head,8.0,2.0,0.0,SG,2006.0
15533,Luther Head,10.0,2.0,0.0,SG,2007.0
15632,Malik Allen,9.0,0.0,1.0,PF,2003.0
15672,Malik Sealy,11.0,2.0,1.0,SF,2000.0
15687,Manu Ginobili,12.0,3.0,1.0,SG,2004.0
15688,Manu Ginobili,14.0,3.0,0.0,SG,2005.0
15690,Manu Ginobili,15.0,3.0,0.0,SG,2007.0
15691,Manu Ginobili,17.0,4.0,0.0,SG,2008.0
15693,Manu Ginobili,15.0,4.0,0.0,SG,2010.0
15694,Manu Ginobili,16.0,4.0,0.0,SG,2011.0
15714,Marc Gasol,11.0,1.0,2.0,C,2009.0
15715,Marc Gasol,12.0,2.0,2.0,C,2010.0
15716,Marc Gasol,11.0,2.0,1.0,C,2011.0
15717,Marc Gasol,11.0,2.0,1.0,C,2012.0
15718,Marc Gasol,13.0,3.0,2.0,C,2013.0
15720,Marc Gasol,17.0,3.0,1.0,C,2015.0
15722,Marc Gasol,17.0,4.0,0.0,C,2017.0
15750,Marcin Gortat,9.0,0.0,1.0,C,2011.0
15753,Marcin Gortat,12.0,0.0,2.0,C,2012.0
15755,Marcin Gortat,13.0,1.0,2.0,C,2014.0
15756,Marcin Gortat,12.0,1.0,2.0,C,2015.0
15757,Marcin Gortat,12.0,1.0,2.0,C,2016.0
15758,Marcin Gortat,10.0,1.0,2.0,C,2017.0
15765,Marco Belinelli,11.0,2.0,0.0,SF,2014.0
15789,Marcus Camby,9.0,0.0,2.0,C,2001.0
15792,Marcus Camby,7.0,1.0,2.0,C,2004.0
15793,Marcus Camby,8.0,1.0,1.0,C,2005.0
15795,Marcus Camby,9.0,2.0,2.0,C,2007.0
15796,Marcus Camby,8.0,3.0,2.0,C,2008.0
15798,Marcus Camby,6.0,2.0,3.0,PF-C,2010.0
15832,Marcus Morris,10.0,1.0,0.0,PF,2015.0
15833,Marcus Morris,13.0,2.0,1.0,SF,2016.0
15834,Marcus Morris,13.0,1.0,0.0,SF,2017.0
15837,Marcus Smart,10.0,4.0,0.0,SG,2017.0
15875,Mario Chalmers,9.0,4.0,0.0,PG,2009.0
15879,Mario Chalmers,8.0,3.0,0.0,PG,2013.0
15880,Mario Chalmers,8.0,4.0,0.0,PG,2014.0
15881,Mario Chalmers,9.0,3.0,0.0,PG,2015.0
15896,Mario Elie,7.0,2.0,0.0,SF,2000.0
15939,Mark Blount,10.0,0.0,2.0,C,2004.0
15940,Mark Blount,9.0,1.0,1.0,C,2005.0
15941,Mark Blount,11.0,1.0,1.0,C,2006.0
15944,Mark Blount,12.0,0.0,1.0,C,2007.0
16006,Mark Jackson,8.0,7.0,0.0,PG,2000.0
16007,Mark Jackson,7.0,8.0,0.0,PG,2001.0
16010,Mark Jackson,8.0,7.0,0.0,PG,2002.0
16133,Markieff Morris,13.0,1.0,1.0,PF,2014.0
16134,Markieff Morris,15.0,2.0,1.0,PF,2015.0
16138,Markieff Morris,12.0,1.0,1.0,PF,2017.0
16142,Marko Jaric,7.0,3.0,0.0,PG,2006.0
16144,Marko Jaric,7.0,3.0,0.0,SG,2008.0
16204,Martell Webster,9.0,1.0,0.0,SF,2008.0
16206,Martell Webster,9.0,0.0,0.0,SF,2010.0
16209,Martell Webster,10.0,1.0,0.0,SF,2013.0
16210,Martell Webster,9.0,1.0,0.0,SF,2014.0
16258,Marvin Williams,10.0,1.0,1.0,PF,2007.0
16259,Marvin Williams,14.0,1.0,1.0,SF,2008.0
16260,Marvin Williams,10.0,0.0,1.0,SF,2009.0
16261,Marvin Williams,10.0,1.0,1.0,SF,2010.0
16266,Marvin Williams,7.0,1.0,0.0,PF,2015.0
16267,Marvin Williams,11.0,1.0,1.0,PF,2016.0
16268,Marvin Williams,10.0,1.0,1.0,PF,2017.0
16271,Mason Plumlee,9.0,2.0,2.0,C,2016.0
16272,Mason Plumlee,10.0,3.0,2.0,C,2017.0
16288,Matt Barnes,9.0,2.0,0.0,PF,2009.0
16289,Matt Barnes,8.0,1.0,1.0,SF,2010.0
16292,Matt Barnes,10.0,1.0,1.0,SF,2013.0
16294,Matt Barnes,9.0,1.0,0.0,SF,2015.0
16295,Matt Barnes,9.0,1.0,1.0,SF,2016.0
16328,Matt Carroll,8.0,0.0,0.0,SG,2008.0
16375,Matt Harpring,11.0,1.0,2.0,SF,2002.0
16376,Matt Harpring,16.0,1.0,2.0,SF,2003.0
16378,Matt Harpring,13.0,1.0,2.0,SF,2005.0
16444,Maurice Harkless,9.0,1.0,1.0,SF,2017.0
16467,Maurice Taylor,12.0,1.0,1.0,PF,2000.0
16470,Maurice Taylor,10.0,1.0,1.0,PF,2004.0
16514,Mehmet Okur,12.0,2.0,2.0,C,2005.0
16515,Mehmet Okur,17.0,2.0,2.0,PF,2006.0
16516,Mehmet Okur,17.0,1.0,1.0,C,2007.0
16517,Mehmet Okur,12.0,1.0,1.0,C,2008.0
16518,Mehmet Okur,14.0,1.0,1.0,C,2009.0
16519,Mehmet Okur,12.0,1.0,1.0,C,2010.0
16587,Metta World,10.0,2.0,0.0,SF,2000.0
16588,Metta World,11.0,2.0,0.0,SF,2001.0
16592,Metta World,13.0,2.0,1.0,SF,2003.0
16593,Metta World,16.0,3.0,1.0,SF,2004.0
16595,Metta World,12.0,2.0,0.0,SF,2006.0
16598,Metta World,16.0,2.0,1.0,SF,2007.0
16599,Metta World,14.0,2.0,1.0,SF,2008.0
16600,Metta World,14.0,2.0,0.0,SF,2009.0
16601,Metta World,10.0,2.0,1.0,SF,2010.0
16602,Metta World,8.0,2.0,1.0,SF,2011.0
16604,Metta World,11.0,1.0,1.0,SF,2013.0
16630,Michael Beasley,13.0,1.0,1.0,PF,2009.0
16631,Michael Beasley,14.0,1.0,1.0,PF,2010.0
16632,Michael Beasley,17.0,1.0,1.0,SF,2011.0
16670,Michael Carter-Williams,14.0,5.0,1.0,PG,2014.0
16671,Michael Carter-Williams,11.0,5.0,0.0,PG,2015.0
16702,Michael Dickerson,18.0,2.0,0.0,SG,2000.0
16703,Michael Dickerson,13.0,2.0,0.0,SG,2001.0
16724,Michael Finley,22.0,5.0,1.0,SF,2000.0
16725,Michael Finley,21.0,4.0,1.0,SF,2001.0
16726,Michael Finley,17.0,2.0,1.0,SF,2002.0
16727,Michael Finley,16.0,2.0,1.0,SF,2003.0
16728,Michael Finley,16.0,2.0,0.0,SG,2004.0
16729,Michael Finley,12.0,2.0,0.0,SG,2005.0
16730,Michael Finley,9.0,1.0,0.0,SG,2006.0
16732,Michael Finley,10.0,1.0,0.0,SG,2008.0
16733,Michael Finley,9.0,1.0,0.0,SF,2009.0
16758,Michael Jordan*,16.0,3.0,0.0,SF,2002.0
16759,Michael Jordan*,20.0,3.0,0.0,SF,2003.0
16760,Michael Kidd-Gilchrist,8.0,1.0,1.0,SF,2013.0
16764,Michael Kidd-Gilchrist,9.0,1.0,1.0,SF,2017.0
16767,Michael Olowokandi,9.0,0.0,2.0,C,2000.0
16768,Michael Olowokandi,8.0,0.0,2.0,C,2001.0
16769,Michael Olowokandi,10.0,1.0,2.0,C,2002.0
16782,Michael Redd,15.0,1.0,1.0,SG,2003.0
16783,Michael Redd,21.0,2.0,1.0,SG,2004.0
16784,Michael Redd,21.0,2.0,0.0,SG,2005.0
16785,Michael Redd,24.0,2.0,0.0,SG,2006.0
16786,Michael Redd,17.0,1.0,0.0,SF,2007.0
16787,Michael Redd,19.0,3.0,1.0,SG,2008.0
16914,Mike Bibby,14.0,8.0,0.0,PG,2000.0
16915,Mike Bibby,15.0,8.0,0.0,PG,2001.0
16916,Mike Bibby,13.0,4.0,0.0,PG,2002.0
16918,Mike Bibby,18.0,5.0,0.0,PG,2004.0
16919,Mike Bibby,19.0,6.0,0.0,PG,2005.0
16920,Mike Bibby,21.0,5.0,0.0,PG,2006.0
16921,Mike Bibby,17.0,4.0,0.0,PG,2007.0
16925,Mike Bibby,14.0,4.0,0.0,PG,2009.0
16926,Mike Bibby,8.0,3.0,0.0,PG,2010.0
16927,Mike Bibby,8.0,3.0,0.0,PG,2011.0
16956,Mike Conley,10.0,4.0,0.0,PG,2009.0
16957,Mike Conley,11.0,5.0,0.0,PG,2010.0
16958,Mike Conley,13.0,6.0,0.0,PG,2011.0
16959,Mike Conley,9.0,4.0,0.0,PG,2012.0
16960,Mike Conley,14.0,5.0,0.0,PG,2013.0
16961,Mike Conley,15.0,5.0,0.0,PG,2014.0
16962,Mike Conley,13.0,4.0,0.0,PG,2015.0
16964,Mike Conley,17.0,5.0,0.0,PG,2017.0
16988,Mike Dunleavy,10.0,2.0,1.0,SF,2004.0
16989,Mike Dunleavy,12.0,2.0,1.0,SF,2005.0
16990,Mike Dunleavy,11.0,2.0,0.0,SF,2006.0
16991,Mike Dunleavy,12.0,2.0,1.0,SG-PF,2007.0
16994,Mike Dunleavy,19.0,3.0,0.0,SG,2008.0
17000,Mike Dunleavy,11.0,2.0,0.0,SF,2014.0
17099,Mike James,9.0,4.0,0.0,PG,2004.0
17105,Mike James,19.0,5.0,0.0,PG,2006.0
17106,Mike James,10.0,3.0,0.0,PG,2007.0
17135,Mike Miller,11.0,1.0,0.0,SF,2001.0
17136,Mike Miller,11.0,2.0,0.0,SF,2002.0
17137,Mike Miller,12.0,2.0,0.0,SF,2003.0
17141,Mike Miller,12.0,2.0,0.0,SF,2005.0
17142,Mike Miller,12.0,2.0,0.0,SG,2006.0
17143,Mike Miller,15.0,3.0,0.0,SG,2007.0
17144,Mike Miller,13.0,2.0,0.0,SG,2008.0
17145,Mike Miller,8.0,3.0,0.0,SF,2009.0
17307,Mikki Moore,9.0,0.0,1.0,C,2007.0
17308,Mikki Moore,8.0,1.0,1.0,PF,2008.0
17376,Mitch Richmond*,15.0,2.0,0.0,SG,2000.0
17404,Mo Williams,9.0,5.0,0.0,PG,2005.0
17406,Mo Williams,14.0,5.0,0.0,PG,2007.0
17407,Mo Williams,13.0,5.0,0.0,PG,2008.0
17408,Mo Williams,17.0,4.0,0.0,PG,2009.0
17409,Mo Williams,13.0,4.0,0.0,PG,2010.0
17428,Monta Ellis,15.0,3.0,0.0,SG,2007.0
17429,Monta Ellis,19.0,3.0,1.0,SG,2008.0
17431,Monta Ellis,19.0,4.0,0.0,SG,2010.0
17432,Monta Ellis,23.0,5.0,0.0,SG,2011.0
17433,Monta Ellis,14.0,4.0,0.0,SG,2012.0
17436,Monta Ellis,19.0,6.0,0.0,SG,2013.0
17437,Monta Ellis,19.0,5.0,0.0,SG,2014.0
17438,Monta Ellis,18.0,4.0,0.0,SG,2015.0
17439,Monta Ellis,13.0,4.0,0.0,SG,2016.0
17462,Moochie Norris,8.0,4.0,0.0,PG,2002.0
17483,Mookie Blaylock,10.0,5.0,0.0,PG,2000.0
17484,Mookie Blaylock,9.0,5.0,0.0,PG,2001.0
17507,Morris Peterson,14.0,2.0,1.0,SF,2003.0
17508,Morris Peterson,8.0,1.0,0.0,SF,2004.0
17509,Morris Peterson,12.0,2.0,0.0,SG,2005.0
17510,Morris Peterson,16.0,2.0,0.0,SG,2006.0
17579,Myles Turner,14.0,1.0,1.0,C,2017.0
17624,Nate Robinson,15.0,3.0,1.0,PG,2009.0
17632,Nate Robinson,13.0,4.0,0.0,PG,2013.0
17677,Nazr Mohammed,9.0,0.0,2.0,C,2002.0
17742,Nenad Krstic,13.0,1.0,2.0,PF,2006.0
17750,Nene Hilario,10.0,1.0,2.0,C,2003.0
17751,Nene Hilario,11.0,2.0,1.0,PF,2004.0
17756,Nene Hilario,13.0,1.0,2.0,C,2009.0
17757,Nene Hilario,13.0,2.0,2.0,C,2010.0
17758,Nene Hilario,13.0,1.0,1.0,C,2011.0
17767,Nerlens Noel,9.0,1.0,2.0,C,2015.0
17782,Nick Anderson,9.0,1.0,1.0,SG,2000.0
17789,Nick Collison,9.0,1.0,2.0,C,2007.0
17790,Nick Collison,9.0,1.0,3.0,PF,2008.0
17817,Nick Van,15.0,8.0,0.0,PG,2000.0
17818,Nick Van,15.0,7.0,0.0,PG,2001.0
17819,Nick Van,16.0,5.0,0.0,PG-SG,2002.0
17822,Nick Van,11.0,3.0,0.0,SG,2003.0
17840,Nick Young,13.0,0.0,0.0,SG,2011.0
17851,Nicolas Batum,12.0,1.0,1.0,SF,2011.0
17853,Nicolas Batum,12.0,4.0,1.0,SF,2013.0
17854,Nicolas Batum,13.0,5.0,1.0,SF,2014.0
17855,Nicolas Batum,8.0,4.0,0.0,SF,2015.0
17856,Nicolas Batum,12.0,4.0,0.0,SF,2016.0
17857,Nicolas Batum,14.0,5.0,0.0,SG,2017.0
17862,Nik Stauskas,9.0,2.0,0.0,SG,2017.0
17865,Nikola Jokic,14.0,4.0,2.0,C,2017.0
17876,Nikola Vucevic,12.0,1.0,3.0,C,2013.0
17878,Nikola Vucevic,17.0,1.0,2.0,C,2015.0
17879,Nikola Vucevic,14.0,2.0,2.0,C,2016.0
17880,Nikola Vucevic,13.0,2.0,2.0,C,2017.0
17938,Norris Cole,6.0,3.0,0.0,PG,2014.0
17946,O.J. Mayo,18.0,3.0,0.0,SG,2009.0
17947,O.J. Mayo,17.0,2.0,0.0,SG,2010.0
17950,O.J. Mayo,15.0,4.0,0.0,SG,2013.0
18032,Omer Asik,10.0,0.0,3.0,C,2013.0
18096,Othella Harrington,13.0,1.0,2.0,PF,2000.0
18175,Otto Porter,10.0,1.0,1.0,SF,2016.0
18176,Otto Porter,13.0,1.0,1.0,SF,2017.0
18186,P.J. Brown,9.0,1.0,2.0,PF,2000.0
18187,P.J. Brown,8.0,1.0,3.0,C,2001.0
18188,P.J. Brown,8.0,1.0,3.0,C,2002.0
18189,P.J. Brown,10.0,1.0,2.0,PF,2003.0
18190,P.J. Brown,10.0,1.0,2.0,PF,2004.0
18191,P.J. Brown,10.0,2.0,3.0,PF,2005.0
18192,P.J. Brown,8.0,1.0,2.0,C,2006.0
18201,P.J. Tucker,9.0,1.0,1.0,SF,2014.0
18202,P.J. Tucker,8.0,1.0,1.0,SF,2015.0
18203,P.J. Tucker,7.0,2.0,2.0,SF,2016.0
18204,P.J. Tucker,6.0,1.0,1.0,SF,2017.0
18250,Pat Garrity,10.0,1.0,0.0,PF,2002.0
18251,Pat Garrity,10.0,1.0,0.0,PF,2003.0
18272,Patrick Beverley,8.0,2.0,0.0,PG,2016.0
18273,Patrick Beverley,7.0,3.0,1.0,SG,2017.0
18291,Patrick Ewing*,11.0,0.0,1.0,C,2000.0
18292,Patrick Ewing*,9.0,1.0,1.0,C,2001.0
18309,Patrick Patterson,7.0,1.0,1.0,PF,2015.0
18310,Patrick Patterson,6.0,1.0,0.0,PF,2016.0
18320,Pau Gasol,17.0,2.0,2.0,C,2002.0
18321,Pau Gasol,18.0,2.0,2.0,PF,2003.0
18322,Pau Gasol,16.0,2.0,2.0,PF,2004.0
18324,Pau Gasol,19.0,4.0,2.0,PF,2006.0
18325,Pau Gasol,14.0,2.0,1.0,C,2007.0
18326,Pau Gasol,15.0,2.0,1.0,C,2008.0
18329,Pau Gasol,18.0,3.0,3.0,C,2009.0
18330,Pau Gasol,14.0,2.0,2.0,C,2010.0
18331,Pau Gasol,18.0,3.0,3.0,C,2011.0
18332,Pau Gasol,13.0,2.0,2.0,PF,2012.0
18335,Pau Gasol,17.0,2.0,2.0,PF,2015.0
18336,Pau Gasol,14.0,3.0,1.0,C,2016.0
18358,Paul George,16.0,3.0,1.0,SF,2013.0
18359,Paul George,21.0,3.0,0.0,SF,2014.0
18361,Paul George,22.0,4.0,0.0,SF,2016.0
18362,Paul George,21.0,3.0,0.0,SF,2017.0
18398,Paul Millsap,12.0,1.0,3.0,PF,2009.0
18399,Paul Millsap,11.0,1.0,2.0,PF,2010.0
18400,Paul Millsap,16.0,2.0,2.0,PF,2011.0
18401,Paul Millsap,12.0,1.0,2.0,PF,2012.0
18402,Paul Millsap,13.0,2.0,2.0,PF,2013.0
18403,Paul Millsap,16.0,2.0,1.0,PF,2014.0
18404,Paul Millsap,14.0,2.0,1.0,PF,2015.0
18405,Paul Millsap,16.0,3.0,2.0,PF,2016.0
18406,Paul Millsap,15.0,3.0,1.0,PF,2017.0
18436,Paul Pierce,17.0,2.0,1.0,SF,2000.0
18437,Paul Pierce,25.0,3.0,1.0,SF,2001.0
18438,Paul Pierce,26.0,3.0,0.0,SG,2002.0
18439,Paul Pierce,24.0,4.0,1.0,SG,2003.0
18440,Paul Pierce,22.0,5.0,0.0,SG,2004.0
18441,Paul Pierce,21.0,4.0,0.0,SF,2005.0
18442,Paul Pierce,25.0,4.0,0.0,SF,2006.0
18444,Paul Pierce,19.0,4.0,0.0,SF,2008.0
18445,Paul Pierce,20.0,3.0,0.0,SF,2009.0
18446,Paul Pierce,15.0,2.0,0.0,SF,2010.0
18447,Paul Pierce,18.0,3.0,0.0,SF,2011.0
18448,Paul Pierce,14.0,3.0,0.0,SF,2012.0
18449,Paul Pierce,17.0,4.0,0.0,SF,2013.0
18450,Paul Pierce,12.0,2.0,0.0,SF,2014.0
18532,Peja Stojakovic,18.0,2.0,1.0,SF,2001.0
18533,Peja Stojakovic,18.0,2.0,0.0,SF,2002.0
18534,Peja Stojakovic,16.0,1.0,0.0,SF,2003.0
18535,Peja Stojakovic,23.0,2.0,1.0,SF,2004.0
18536,Peja Stojakovic,16.0,1.0,0.0,SF,2005.0
18537,Peja Stojakovic,15.0,1.0,0.0,SF,2006.0
18541,Peja Stojakovic,15.0,1.0,0.0,SF,2008.0
18542,Peja Stojakovic,9.0,0.0,0.0,SF,2009.0
18785,Primoz Brezec,11.0,1.0,2.0,C,2005.0
18786,Primoz Brezec,11.0,0.0,2.0,C,2006.0
18808,Quentin Richardson,13.0,1.0,1.0,SG,2002.0
18810,Quentin Richardson,13.0,1.0,1.0,SG,2004.0
18811,Quentin Richardson,14.0,1.0,1.0,SG,2005.0
18816,Quentin Richardson,8.0,1.0,0.0,SF,2010.0
18890,Raef LaFrentz,12.0,1.0,2.0,C,2000.0
18891,Raef LaFrentz,12.0,1.0,2.0,C,2001.0
18892,Raef LaFrentz,12.0,1.0,2.0,C,2002.0
18897,Raef LaFrentz,10.0,1.0,1.0,PF,2005.0
18898,Raef LaFrentz,7.0,1.0,0.0,PF,2006.0
18914,Rafer Alston,10.0,4.0,0.0,PG,2004.0
18915,Rafer Alston,13.0,6.0,0.0,PG,2005.0
18916,Rafer Alston,9.0,5.0,0.0,PG,2006.0
18917,Rafer Alston,13.0,5.0,0.0,PG,2007.0
18918,Rafer Alston,11.0,4.0,0.0,PG,2008.0
18919,Rafer Alston,10.0,4.0,0.0,PG,2009.0
18928,Raja Bell,11.0,1.0,0.0,SG,2004.0
18930,Raja Bell,14.0,2.0,0.0,SG,2006.0
18931,Raja Bell,13.0,2.0,0.0,SG,2007.0
18932,Raja Bell,10.0,2.0,0.0,SG,2008.0
18933,Raja Bell,9.0,1.0,0.0,SG,2009.0
18939,Raja Bell,6.0,1.0,0.0,SG,2011.0
18942,Rajon Rondo,9.0,4.0,0.0,PG,2008.0
18943,Rajon Rondo,11.0,8.0,1.0,PG,2009.0
18944,Rajon Rondo,13.0,9.0,1.0,PG,2010.0
18945,Rajon Rondo,8.0,9.0,1.0,PG,2011.0
18949,Rajon Rondo,7.0,6.0,0.0,PG,2015.0
18952,Rajon Rondo,10.0,10.0,0.0,PG,2016.0
19004,Ramon Sessions,11.0,5.0,0.0,PG,2009.0
19006,Ramon Sessions,13.0,5.0,0.0,PG,2011.0
19011,Ramon Sessions,12.0,4.0,0.0,PG,2014.0
19066,Randy Foye,13.0,3.0,0.0,SG,2009.0
19070,Randy Foye,10.0,2.0,0.0,SG,2013.0
19071,Randy Foye,13.0,3.0,0.0,SG,2014.0
19125,Rashad McCants,13.0,1.0,0.0,SG,2008.0
19133,Rashard Lewis,14.0,1.0,1.0,PF,2001.0
19134,Rashard Lewis,14.0,1.0,1.0,SF,2002.0
19135,Rashard Lewis,17.0,1.0,1.0,SF,2003.0
19136,Rashard Lewis,17.0,2.0,1.0,SF,2004.0
19137,Rashard Lewis,17.0,1.0,1.0,SF,2005.0
19138,Rashard Lewis,19.0,2.0,1.0,SF,2006.0
19139,Rashard Lewis,16.0,1.0,1.0,SF,2007.0
19140,Rashard Lewis,18.0,2.0,1.0,PF,2008.0
19141,Rashard Lewis,17.0,2.0,1.0,PF,2009.0
19142,Rashard Lewis,12.0,1.0,0.0,PF,2010.0
19153,Rasheed Wallace,16.0,1.0,1.0,PF,2000.0
19154,Rasheed Wallace,18.0,2.0,1.0,PF,2001.0
19155,Rasheed Wallace,18.0,1.0,1.0,PF,2002.0
19156,Rasheed Wallace,16.0,1.0,1.0,PF,2003.0
19157,Rasheed Wallace,13.0,1.0,1.0,PF,2004.0
19161,Rasheed Wallace,13.0,1.0,2.0,PF,2005.0
19162,Rasheed Wallace,14.0,2.0,1.0,PF,2006.0
19163,Rasheed Wallace,11.0,1.0,1.0,C,2007.0
19164,Rasheed Wallace,11.0,1.0,1.0,C,2008.0
19165,Rasheed Wallace,9.0,1.0,0.0,C,2009.0
19171,Rasho Nesterovic,8.0,0.0,2.0,C,2002.0
19172,Rasho Nesterovic,10.0,1.0,1.0,C,2003.0
19173,Rasho Nesterovic,8.0,1.0,3.0,C,2004.0
19185,Rasual Butler,9.0,0.0,0.0,SF,2007.0
19187,Rasual Butler,11.0,0.0,0.0,SF,2009.0
19188,Rasual Butler,11.0,1.0,0.0,SF,2010.0
19206,Ray Allen,22.0,3.0,1.0,SG,2000.0
19207,Ray Allen,22.0,4.0,1.0,SG,2001.0
19208,Ray Allen,18.0,3.0,0.0,SG,2002.0
19209,Ray Allen,20.0,4.0,1.0,SG,2003.0
19212,Ray Allen,15.0,3.0,0.0,SG,2004.0
19213,Ray Allen,22.0,3.0,0.0,SG,2005.0
19214,Ray Allen,23.0,3.0,0.0,SG,2006.0
19215,Ray Allen,17.0,2.0,0.0,SG,2007.0
19216,Ray Allen,15.0,2.0,0.0,SG,2008.0
19217,Ray Allen,17.0,2.0,0.0,SG,2009.0
19218,Ray Allen,15.0,2.0,0.0,SG,2010.0
19219,Ray Allen,16.0,2.0,0.0,SG,2011.0
19221,Ray Allen,10.0,1.0,0.0,SG,2013.0
19292,Raymond Felton,11.0,5.0,0.0,PG,2006.0
19293,Raymond Felton,13.0,6.0,0.0,PG,2007.0
19294,Raymond Felton,13.0,7.0,0.0,PG,2008.0
19295,Raymond Felton,14.0,6.0,0.0,PG,2009.0
19296,Raymond Felton,11.0,5.0,0.0,PG,2010.0
19297,Raymond Felton,14.0,7.0,0.0,PG-SG,2011.0
19298,Raymond Felton,11.0,5.0,0.0,PG,2011.0
19301,Raymond Felton,11.0,4.0,0.0,PG,2013.0
19302,Raymond Felton,7.0,4.0,0.0,PG,2014.0
19304,Raymond Felton,9.0,3.0,0.0,PG,2016.0
19382,Reggie Jackson,12.0,4.0,0.0,PG,2014.0
19383,Reggie Jackson,13.0,5.0,0.0,PG,2015.0
19386,Reggie Jackson,18.0,6.0,0.0,PG,2016.0
19429,Reggie Miller*,17.0,2.0,0.0,SG,2000.0
19430,Reggie Miller*,18.0,3.0,0.0,SG,2001.0
19431,Reggie Miller*,15.0,3.0,0.0,SG,2002.0
19432,Reggie Miller*,10.0,2.0,0.0,SG,2003.0
19433,Reggie Miller*,9.0,3.0,0.0,SG,2004.0
19434,Reggie Miller*,11.0,1.0,0.0,SG,2005.0
19575,Richard Hamilton,17.0,2.0,0.0,SF,2001.0
19576,Richard Hamilton,15.0,2.0,0.0,SG,2002.0
19577,Richard Hamilton,19.0,2.0,1.0,SG,2003.0
19578,Richard Hamilton,16.0,3.0,0.0,SG,2004.0
19579,Richard Hamilton,17.0,4.0,0.0,SG,2005.0
19580,Richard Hamilton,19.0,3.0,1.0,SG,2006.0
19581,Richard Hamilton,18.0,3.0,0.0,SG,2007.0
19582,Richard Hamilton,15.0,3.0,0.0,SG,2008.0
