,Name,Points,Assists,Offensive Rebounds,Position,Season
19583,Richard Hamilton,14.0,3.0,0.0,SG,2009.0
19589,Richard Jefferson,15.0,2.0,1.0,SF,2003.0
19590,Richard Jefferson,18.0,3.0,1.0,SF,2004.0
19592,Richard Jefferson,18.0,3.0,1.0,SF,2006.0
19594,Richard Jefferson,22.0,3.0,1.0,SF,2008.0
19595,Richard Jefferson,19.0,2.0,0.0,SF,2009.0
19596,Richard Jefferson,12.0,1.0,0.0,SF,2010.0
19597,Richard Jefferson,10.0,1.0,0.0,SF,2011.0
19602,Richard Jefferson,10.0,1.0,0.0,SF,2014.0
19696,Rick Fox,9.0,3.0,0.0,SF,2001.0
19697,Rick Fox,7.0,3.0,1.0,SF,2002.0
19698,Rick Fox,8.0,3.0,0.0,SF,2003.0
19770,Ricky Davis,19.0,5.0,1.0,SG,2003.0
19771,Ricky Davis,13.0,3.0,0.0,SF-SG,2004.0
19774,Ricky Davis,15.0,3.0,0.0,SG,2005.0
19775,Ricky Davis,18.0,4.0,0.0,SG-SF,2006.0
19778,Ricky Davis,16.0,4.0,0.0,SF,2007.0
19779,Ricky Davis,13.0,3.0,0.0,SF,2008.0
19810,Ricky Rubio,9.0,8.0,0.0,PG,2014.0
19812,Ricky Rubio,9.0,8.0,0.0,PG,2016.0
19813,Ricky Rubio,10.0,8.0,0.0,PG,2017.0
19856,Robert Covington,10.0,1.0,1.0,SF,2017.0
19874,Robert Horry,6.0,2.0,1.0,PF,2002.0
19875,Robert Horry,6.0,2.0,2.0,PF,2003.0
19968,Robin Lopez,11.0,0.0,2.0,C,2013.0
19969,Robin Lopez,11.0,0.0,3.0,C,2014.0
19971,Robin Lopez,10.0,1.0,3.0,C,2016.0
19972,Robin Lopez,10.0,0.0,2.0,C,2017.0
20011,Rod Strickland,10.0,6.0,0.0,PG,2000.0
20015,Rod Strickland,9.0,5.0,0.0,PG,2002.0
20044,Rodney Hood,14.0,2.0,0.0,SG,2016.0
20064,Rodney Rogers,13.0,2.0,1.0,PF,2000.0
20065,Rodney Rogers,12.0,2.0,1.0,SF,2001.0
20075,Rodney Stuckey,12.0,4.0,0.0,PG,2009.0
20076,Rodney Stuckey,14.0,4.0,0.0,PG,2010.0
20077,Rodney Stuckey,13.0,4.0,0.0,PG,2011.0
20079,Rodney Stuckey,10.0,3.0,0.0,SG,2013.0
20110,Roger Mason,11.0,2.0,0.0,SG,2009.0
20241,Ron Harper,6.0,3.0,1.0,PG,2000.0
20266,Ron Mercer,14.0,1.0,0.0,SG,2000.0
20269,Ron Mercer,14.0,2.0,0.0,SG,2001.0
20317,Ronald Murray,12.0,2.0,0.0,PG,2004.0
20319,Ronald Murray,10.0,2.0,0.0,SG,2006.0
20333,Ronnie Brewer,11.0,1.0,1.0,SG,2008.0
20334,Ronnie Brewer,13.0,2.0,1.0,SF,2009.0
20435,Roy Hibbert,11.0,1.0,2.0,C,2010.0
20436,Roy Hibbert,12.0,2.0,2.0,C,2011.0
20438,Roy Hibbert,11.0,1.0,3.0,C,2013.0
20439,Roy Hibbert,10.0,1.0,2.0,C,2014.0
20491,Ruben Patterson,11.0,1.0,2.0,SF,2000.0
20492,Ruben Patterson,12.0,1.0,2.0,SF,2001.0
20500,Ruben Patterson,14.0,2.0,2.0,SF,2007.0
20508,Rudy Gay,10.0,1.0,1.0,SF,2007.0
20509,Rudy Gay,19.0,1.0,1.0,SF,2008.0
20510,Rudy Gay,18.0,1.0,1.0,SF,2009.0
20511,Rudy Gay,19.0,1.0,1.0,SF,2010.0
20512,Rudy Gay,13.0,1.0,1.0,SF,2011.0
20513,Rudy Gay,15.0,1.0,1.0,SF,2012.0
20514,Rudy Gay,16.0,2.0,1.0,SF,2013.0
20517,Rudy Gay,17.0,2.0,1.0,SF,2014.0
20520,Rudy Gay,17.0,3.0,1.0,SF,2015.0
20521,Rudy Gay,14.0,1.0,1.0,SF,2016.0
20524,Rudy Gobert,8.0,1.0,3.0,C,2015.0
20526,Rudy Gobert,13.0,1.0,3.0,C,2017.0
20586,Russell Westbrook,15.0,5.0,2.0,PG,2009.0
20587,Russell Westbrook,16.0,7.0,1.0,PG,2010.0
20588,Russell Westbrook,21.0,8.0,1.0,PG,2011.0
20589,Russell Westbrook,19.0,4.0,1.0,PG,2012.0
20590,Russell Westbrook,23.0,7.0,1.0,PG,2013.0
20592,Russell Westbrook,23.0,7.0,1.0,PG,2015.0
20593,Russell Westbrook,22.0,10.0,1.0,PG,2016.0
20594,Russell Westbrook,31.0,10.0,1.0,PG,2017.0
20604,Ryan Anderson,15.0,1.0,2.0,PF,2013.0
20607,Ryan Anderson,13.0,0.0,1.0,PF,2016.0
20608,Ryan Anderson,11.0,0.0,1.0,PF,2017.0
20620,Ryan Gomes,10.0,1.0,1.0,PF,2007.0
20621,Ryan Gomes,12.0,1.0,1.0,PF,2008.0
20622,Ryan Gomes,13.0,1.0,1.0,SF,2009.0
20623,Ryan Gomes,10.0,1.0,0.0,SF,2010.0
20624,Ryan Gomes,6.0,1.0,0.0,SF,2011.0
20683,Sam Cassell,18.0,8.0,0.0,PG,2000.0
20684,Sam Cassell,16.0,7.0,0.0,PG,2001.0
20685,Sam Cassell,17.0,6.0,0.0,PG,2002.0
20686,Sam Cassell,18.0,5.0,0.0,PG,2003.0
20687,Sam Cassell,19.0,7.0,0.0,PG,2004.0
20689,Sam Cassell,16.0,5.0,0.0,PG,2006.0
20819,Samuel Dalembert,7.0,0.0,2.0,C,2004.0
20822,Samuel Dalembert,10.0,0.0,2.0,C,2007.0
20823,Samuel Dalembert,10.0,0.0,3.0,C,2008.0
20824,Samuel Dalembert,6.0,0.0,2.0,C,2009.0
20825,Samuel Dalembert,8.0,0.0,2.0,C,2010.0
21017,Scottie Pippen*,12.0,4.0,1.0,SF,2000.0
21018,Scottie Pippen*,8.0,3.0,0.0,SF,2001.0
21102,Sebastian Telfair,9.0,4.0,0.0,PG,2009.0
21145,Serge Ibaka,9.0,0.0,2.0,PF,2011.0
21147,Serge Ibaka,12.0,0.0,2.0,PF,2013.0
21148,Serge Ibaka,14.0,1.0,2.0,PF,2014.0
21149,Serge Ibaka,11.0,0.0,1.0,PF,2015.0
21150,Serge Ibaka,11.0,0.0,1.0,PF,2016.0
21151,Serge Ibaka,14.0,0.0,1.0,PF,2017.0
21173,Seth Curry,10.0,2.0,0.0,PG,2017.0
21201,Shandon Anderson,12.0,2.0,1.0,SF,2000.0
21202,Shandon Anderson,8.0,2.0,0.0,SG,2001.0
21210,Shane Battier,13.0,2.0,2.0,SF,2002.0
21211,Shane Battier,9.0,1.0,1.0,SF,2003.0
21213,Shane Battier,9.0,1.0,1.0,SG,2005.0
21214,Shane Battier,9.0,1.0,2.0,SF,2006.0
21215,Shane Battier,10.0,2.0,0.0,SF,2007.0
21216,Shane Battier,9.0,1.0,1.0,SF,2008.0
21217,Shane Battier,5.0,1.0,0.0,SG,2009.0
21218,Shane Battier,6.0,2.0,0.0,SG,2010.0
21219,Shane Battier,7.0,2.0,1.0,SF,2011.0
21253,Shaquille O'Neal*,28.0,3.0,4.0,C,2000.0
21254,Shaquille O'Neal*,25.0,3.0,3.0,C,2001.0
21255,Shaquille O'Neal*,22.0,2.0,2.0,C,2002.0
21256,Shaquille O'Neal*,22.0,2.0,3.0,C,2003.0
21257,Shaquille O'Neal*,17.0,2.0,3.0,C,2004.0
21258,Shaquille O'Neal*,20.0,2.0,3.0,C,2005.0
21264,Shaquille O'Neal*,16.0,1.0,2.0,C,2009.0
21270,Shareef Abdur-Rahim,20.0,3.0,2.0,SF,2000.0
21271,Shareef Abdur-Rahim,20.0,3.0,2.0,SF,2001.0
21272,Shareef Abdur-Rahim,19.0,2.0,2.0,PF,2002.0
21273,Shareef Abdur-Rahim,19.0,2.0,2.0,PF,2003.0
21274,Shareef Abdur-Rahim,16.0,2.0,2.0,PF,2004.0
21279,Shareef Abdur-Rahim,9.0,1.0,1.0,C,2007.0
21329,Shawn Bradley,7.0,0.0,1.0,C,2001.0
21344,Shawn Kemp,17.0,1.0,2.0,C,2000.0
21350,Shawn Marion,16.0,1.0,2.0,SF,2001.0
21351,Shawn Marion,18.0,1.0,2.0,SF,2002.0
21352,Shawn Marion,20.0,2.0,2.0,SF,2003.0
21353,Shawn Marion,18.0,2.0,2.0,SF,2004.0
21354,Shawn Marion,19.0,1.0,2.0,PF,2005.0
21355,Shawn Marion,21.0,1.0,3.0,PF,2006.0
21356,Shawn Marion,17.0,1.0,2.0,SF,2007.0
21357,Shawn Marion,11.0,1.0,1.0,PF,2008.0
21360,Shawn Marion,10.0,1.0,2.0,SF,2009.0
21363,Shawn Marion,10.0,1.0,1.0,SF,2010.0
21364,Shawn Marion,12.0,1.0,2.0,SF,2011.0
21366,Shawn Marion,9.0,1.0,1.0,PF,2013.0
21367,Shawn Marion,9.0,1.0,1.0,SF,2014.0
21559,Smush Parker,11.0,3.0,0.0,PG,2006.0
21560,Smush Parker,11.0,2.0,0.0,PG,2007.0
21567,Solomon Hill,8.0,2.0,0.0,SF,2015.0
21569,Solomon Hill,6.0,1.0,0.0,SF,2017.0
21604,Speedy Claxton,10.0,4.0,0.0,PG,2006.0
21611,Spencer Hawes,10.0,1.0,1.0,C,2009.0
21615,Spencer Hawes,11.0,2.0,2.0,C,2013.0
21616,Spencer Hawes,12.0,2.0,1.0,C,2014.0
21736,Stephen Curry,17.0,5.0,0.0,PG,2010.0
21737,Stephen Curry,16.0,5.0,0.0,PG,2011.0
21739,Stephen Curry,21.0,6.0,0.0,PG,2013.0
21740,Stephen Curry,22.0,8.0,0.0,PG,2014.0
21741,Stephen Curry,23.0,7.0,0.0,PG,2015.0
21742,Stephen Curry,28.0,6.0,0.0,PG,2016.0
21743,Stephen Curry,24.0,6.0,0.0,PG,2017.0
21761,Stephen Jackson,11.0,2.0,0.0,SG,2003.0
21762,Stephen Jackson,17.0,2.0,1.0,SF,2004.0
21764,Stephen Jackson,16.0,2.0,0.0,SG,2006.0
21765,Stephen Jackson,14.0,3.0,0.0,SF-SG,2007.0
21768,Stephen Jackson,17.0,3.0,0.0,SF,2008.0
21769,Stephen Jackson,14.0,4.0,0.0,SF,2009.0
21770,Stephen Jackson,20.0,3.0,0.0,SG-PF,2010.0
21772,Stephen Jackson,18.0,3.0,0.0,SG,2010.0
21773,Stephen Jackson,15.0,2.0,0.0,SG,2011.0
21788,Stephon Marbury,20.0,7.0,0.0,PG,2000.0
21789,Stephon Marbury,19.0,6.0,0.0,PG,2001.0
21790,Stephon Marbury,20.0,8.0,0.0,PG,2002.0
21791,Stephon Marbury,22.0,7.0,0.0,PG,2003.0
21792,Stephon Marbury,19.0,8.0,0.0,PG,2004.0
21795,Stephon Marbury,21.0,8.0,0.0,PG,2005.0
21796,Stephon Marbury,11.0,4.0,0.0,PG,2006.0
21797,Stephon Marbury,14.0,4.0,0.0,PG,2007.0
21812,Steve Blake,6.0,4.0,0.0,PG,2007.0
21815,Steve Blake,8.0,5.0,0.0,PG,2008.0
21816,Steve Blake,9.0,4.0,0.0,PG,2009.0
21817,Steve Blake,7.0,4.0,0.0,PG,2010.0
21851,Steve Francis,16.0,6.0,1.0,PG,2000.0
21852,Steve Francis,19.0,6.0,2.0,PG,2001.0
21853,Steve Francis,15.0,4.0,1.0,PG,2002.0
21854,Steve Francis,20.0,6.0,1.0,PG,2003.0
21855,Steve Francis,15.0,6.0,1.0,PG,2004.0
21856,Steve Francis,20.0,6.0,1.0,PG,2005.0
21857,Steve Francis,12.0,4.0,0.0,PG-SG,2006.0
21973,Steve Nash,13.0,6.0,0.0,PG,2001.0
21974,Steve Nash,17.0,7.0,0.0,PG,2002.0
21975,Steve Nash,17.0,7.0,0.0,PG,2003.0
21976,Steve Nash,13.0,8.0,0.0,PG,2004.0
21977,Steve Nash,14.0,10.0,0.0,PG,2005.0
21978,Steve Nash,18.0,10.0,0.0,PG,2006.0
21979,Steve Nash,17.0,10.0,0.0,PG,2007.0
21980,Steve Nash,16.0,10.0,0.0,PG,2008.0
21981,Steve Nash,14.0,8.0,0.0,PG,2009.0
21982,Steve Nash,16.0,10.0,0.0,PG,2010.0
21983,Steve Nash,13.0,10.0,0.0,PG,2011.0
22034,Steve Smith,14.0,2.0,1.0,SG,2000.0
22035,Steve Smith,13.0,2.0,1.0,SG,2001.0
22036,Steve Smith,10.0,1.0,0.0,SG,2002.0
22049,Steven Adams,7.0,0.0,2.0,C,2016.0
22050,Steven Adams,11.0,1.0,3.0,C,2017.0
22122,T.J. Ford,10.0,5.0,0.0,PG,2006.0
22123,T.J. Ford,12.0,7.0,0.0,PG,2007.0
22125,T.J. Ford,13.0,4.0,0.0,PG,2009.0
22130,T.J. McConnell,6.0,6.0,0.0,PG,2017.0
22133,T.J. Warren,11.0,0.0,1.0,SF,2017.0
22148,Taj Gibson,8.0,0.0,2.0,PF,2010.0
22152,Taj Gibson,13.0,1.0,2.0,PF,2014.0
22194,Tayshaun Prince,10.0,2.0,1.0,SF,2004.0
22195,Tayshaun Prince,14.0,3.0,1.0,SF,2005.0
22196,Tayshaun Prince,14.0,2.0,1.0,SF,2006.0
22197,Tayshaun Prince,14.0,2.0,1.0,SF,2007.0
22198,Tayshaun Prince,13.0,3.0,1.0,SF,2008.0
22199,Tayshaun Prince,14.0,3.0,1.0,SF,2009.0
22201,Tayshaun Prince,13.0,2.0,0.0,SF,2011.0
22202,Tayshaun Prince,9.0,1.0,0.0,SF,2012.0
22203,Tayshaun Prince,10.0,2.0,0.0,SF,2013.0
22246,Terrell Brandon,14.0,7.0,0.0,PG,2000.0
22247,Terrell Brandon,15.0,7.0,0.0,PG,2001.0
22250,Terrence Jones,11.0,1.0,1.0,PF,2014.0
22260,Terrence Ross,10.0,0.0,0.0,SG,2014.0
22261,Terrence Ross,9.0,1.0,0.0,SF,2015.0
22416,Thabo Sefolosha,5.0,1.0,0.0,SG,2010.0
22417,Thabo Sefolosha,4.0,1.0,0.0,SG,2011.0
22419,Thabo Sefolosha,7.0,1.0,0.0,SG,2013.0
22425,Thaddeus Young,13.0,1.0,1.0,PF,2009.0
22426,Thaddeus Young,11.0,1.0,1.0,PF,2010.0
22427,Thaddeus Young,12.0,1.0,1.0,PF,2011.0
22429,Thaddeus Young,13.0,1.0,2.0,PF,2013.0
22430,Thaddeus Young,17.0,2.0,2.0,PF,2014.0
22431,Thaddeus Young,13.0,2.0,1.0,PF,2015.0
22434,Thaddeus Young,13.0,1.0,2.0,PF,2016.0
22435,Thaddeus Young,9.0,1.0,1.0,PF,2017.0
22450,Theo Ratliff,8.0,0.0,1.0,C,2003.0
22451,Theo Ratliff,8.0,0.0,2.0,C,2004.0
22521,Tim Duncan,20.0,2.0,3.0,PF,2000.0
22522,Tim Duncan,22.0,2.0,3.0,PF,2001.0
22523,Tim Duncan,25.0,3.0,3.0,PF,2002.0
22524,Tim Duncan,22.0,3.0,3.0,PF,2003.0
22525,Tim Duncan,18.0,2.0,2.0,PF,2004.0
22526,Tim Duncan,16.0,2.0,2.0,PF,2005.0
22527,Tim Duncan,18.0,3.0,2.0,PF,2006.0
22528,Tim Duncan,19.0,3.0,2.0,C,2007.0
22529,Tim Duncan,18.0,2.0,2.0,C,2008.0
22530,Tim Duncan,17.0,3.0,2.0,C,2009.0
22531,Tim Duncan,17.0,3.0,2.0,C,2010.0
22532,Tim Duncan,12.0,2.0,2.0,C,2011.0
22534,Tim Duncan,14.0,2.0,1.0,C,2013.0
22535,Tim Duncan,13.0,2.0,1.0,C,2014.0
22536,Tim Duncan,13.0,2.0,2.0,C,2015.0
22557,Tim Hardaway,14.0,5.0,0.0,PG,2001.0
22565,Tim Hardaway,13.0,2.0,0.0,SG,2017.0
22619,Tim Thomas,11.0,1.0,1.0,SF,2000.0
22620,Tim Thomas,11.0,1.0,0.0,PF,2001.0
22622,Tim Thomas,13.0,1.0,1.0,SF,2003.0
22623,Tim Thomas,11.0,1.0,0.0,SF,2004.0
22630,Tim Thomas,10.0,2.0,0.0,PF,2007.0
22644,Timofey Mozgov,9.0,0.0,2.0,C,2015.0
22672,Tobias Harris,14.0,1.0,0.0,SF,2015.0
22673,Tobias Harris,13.0,2.0,1.0,PF,2016.0
22676,Tobias Harris,16.0,1.0,0.0,PF,2017.0
23042,Tony Allen,8.0,1.0,1.0,SG,2013.0
23057,Tony Battie,7.0,0.0,1.0,C,2006.0
23101,Tony Delk,12.0,1.0,0.0,SG,2001.0
23149,Tony Parker,8.0,4.0,0.0,PG,2002.0
23150,Tony Parker,15.0,5.0,0.0,PG,2003.0
23151,Tony Parker,13.0,5.0,0.0,PG,2004.0
23152,Tony Parker,16.0,5.0,0.0,PG,2005.0
23153,Tony Parker,18.0,5.0,0.0,PG,2006.0
23154,Tony Parker,17.0,5.0,0.0,PG,2007.0
23155,Tony Parker,15.0,5.0,0.0,PG,2008.0
23156,Tony Parker,19.0,6.0,0.0,PG,2009.0
23158,Tony Parker,16.0,6.0,0.0,PG,2011.0
23160,Tony Parker,16.0,6.0,0.0,PG,2013.0
23182,Tony Snell,8.0,1.0,0.0,SG,2017.0
23213,Tracy McGrady,14.0,3.0,2.0,SF,2000.0
23214,Tracy McGrady,25.0,4.0,2.0,SG,2001.0
23215,Tracy McGrady,23.0,4.0,1.0,SG,2002.0
23216,Tracy McGrady,29.0,5.0,1.0,SG,2003.0
23217,Tracy McGrady,22.0,4.0,1.0,SG,2004.0
23218,Tracy McGrady,24.0,5.0,0.0,SF,2005.0
23220,Tracy McGrady,21.0,5.0,0.0,SG,2007.0
23221,Tracy McGrady,17.0,4.0,0.0,SG,2008.0
23257,Travis Best,11.0,5.0,0.0,PG,2001.0
23289,Travis Outlaw,13.0,1.0,1.0,PF,2008.0
23290,Travis Outlaw,12.0,1.0,0.0,SF,2009.0
23294,Travis Outlaw,9.0,1.0,0.0,SF,2011.0
23334,Trenton Hassell,8.0,2.0,0.0,SG,2002.0
23336,Trenton Hassell,4.0,1.0,0.0,SG,2004.0
23337,Trenton Hassell,6.0,1.0,0.0,SG,2005.0
23338,Trenton Hassell,8.0,2.0,1.0,SG,2006.0
23339,Trenton Hassell,6.0,2.0,1.0,SG,2007.0
23355,Trevor Ariza,13.0,3.0,0.0,SF,2010.0
23356,Trevor Ariza,10.0,1.0,0.0,SF,2011.0
23359,Trevor Ariza,13.0,2.0,1.0,SF,2014.0
23360,Trevor Ariza,12.0,2.0,0.0,SF,2015.0
23361,Trevor Ariza,12.0,2.0,0.0,SF,2016.0
23362,Trevor Ariza,11.0,2.0,0.0,SF,2017.0
23379,Trey Burke,10.0,4.0,0.0,PG,2014.0
23380,Trey Burke,11.0,4.0,0.0,PG,2015.0
23393,Tristan Thompson,11.0,1.0,3.0,PF,2013.0
23394,Tristan Thompson,11.0,0.0,3.0,PF,2014.0
23395,Tristan Thompson,8.0,0.0,3.0,PF,2015.0
23396,Tristan Thompson,7.0,0.0,3.0,PF,2016.0
23397,Tristan Thompson,7.0,0.0,3.0,C,2017.0
23411,Troy Hudson,13.0,5.0,0.0,PG,2003.0
23418,Troy Murphy,11.0,1.0,2.0,PF,2003.0
23420,Troy Murphy,13.0,1.0,3.0,PF,2005.0
23421,Troy Murphy,12.0,1.0,2.0,PF,2006.0
23425,Troy Murphy,11.0,2.0,1.0,PF,2008.0
23426,Troy Murphy,12.0,2.0,1.0,PF,2009.0
23427,Troy Murphy,12.0,1.0,1.0,PF,2010.0
23452,Ty Lawson,11.0,4.0,0.0,PG,2011.0
23453,Ty Lawson,12.0,4.0,0.0,PG,2012.0
23454,Ty Lawson,14.0,6.0,0.0,PG,2013.0
23455,Ty Lawson,13.0,6.0,0.0,PG,2014.0
23456,Ty Lawson,13.0,8.0,0.0,PG,2015.0
23479,Tyler Johnson,12.0,2.0,0.0,PG,2017.0
23481,Tyler Zeller,7.0,1.0,1.0,C,2013.0
23486,Tyreke Evans,17.0,5.0,0.0,SG,2010.0
23487,Tyreke Evans,12.0,3.0,0.0,SG,2011.0
23488,Tyreke Evans,12.0,3.0,0.0,SG,2012.0
23489,Tyreke Evans,12.0,2.0,0.0,SG,2013.0
23490,Tyreke Evans,12.0,4.0,0.0,SF,2014.0
23491,Tyreke Evans,16.0,6.0,1.0,SG,2015.0
23532,Tyrone Hill,9.0,0.0,2.0,PF,2000.0
23533,Tyrone Hill,8.0,0.0,2.0,PF,2001.0
23540,Tyrone Nesby,11.0,1.0,1.0,SG,2000.0
23550,Tyronn Lue,9.0,3.0,0.0,PG,2004.0
23551,Tyronn Lue,9.0,3.0,0.0,PG,2005.0
23564,Tyrus Thomas,10.0,0.0,1.0,PF,2009.0
23577,Tyson Chandler,7.0,0.0,3.0,C,2005.0
23578,Tyson Chandler,5.0,0.0,3.0,C,2006.0
23579,Tyson Chandler,8.0,0.0,3.0,C,2007.0
23580,Tyson Chandler,11.0,0.0,3.0,C,2008.0
23583,Tyson Chandler,9.0,0.0,2.0,C,2011.0
23584,Tyson Chandler,8.0,0.0,2.0,C,2012.0
23585,Tyson Chandler,8.0,0.0,3.0,C,2013.0
23587,Tyson Chandler,9.0,1.0,3.0,C,2015.0
23598,Udonis Haslem,10.0,1.0,2.0,PF,2005.0
23599,Udonis Haslem,9.0,1.0,2.0,PF,2006.0
23600,Udonis Haslem,10.0,1.0,2.0,PF,2007.0
23602,Udonis Haslem,9.0,1.0,2.0,PF,2009.0
23603,Udonis Haslem,9.0,0.0,2.0,PF,2010.0
23685,Victor Oladipo,13.0,3.0,0.0,PG,2014.0
23686,Victor Oladipo,15.0,3.0,0.0,SG,2015.0
23687,Victor Oladipo,14.0,3.0,0.0,SG,2016.0
23688,Victor Oladipo,13.0,2.0,0.0,SG,2017.0
23699,Vin Baker,15.0,1.0,2.0,C,2000.0
23700,Vin Baker,11.0,1.0,2.0,PF,2001.0
23716,Vince Carter,25.0,3.0,1.0,SF,2000.0
23717,Vince Carter,25.0,3.0,2.0,SF,2001.0
23718,Vince Carter,18.0,2.0,1.0,SG,2002.0
23720,Vince Carter,20.0,4.0,1.0,SG,2004.0
23721,Vince Carter,23.0,3.0,1.0,SF-SG,2005.0
23723,Vince Carter,19.0,3.0,0.0,SF,2005.0
23724,Vince Carter,23.0,4.0,1.0,SG,2006.0
23725,Vince Carter,25.0,4.0,1.0,SG,2007.0
23726,Vince Carter,19.0,4.0,1.0,SG,2008.0
23727,Vince Carter,20.0,4.0,0.0,SG,2009.0
23728,Vince Carter,15.0,2.0,0.0,SG,2010.0
23729,Vince Carter,12.0,1.0,0.0,SG,2011.0
23733,Vince Carter,13.0,2.0,0.0,SF,2013.0
23810,Vlade Divac,12.0,2.0,2.0,C,2000.0
23811,Vlade Divac,11.0,2.0,2.0,C,2001.0
23812,Vlade Divac,10.0,3.0,2.0,C,2002.0
23813,Vlade Divac,9.0,3.0,1.0,C,2003.0
23814,Vlade Divac,9.0,5.0,1.0,C,2004.0
23818,Vladimir Radmanovic,11.0,1.0,1.0,PF,2004.0
23857,Voshon Lenard,11.0,2.0,0.0,SG,2001.0
23860,Voshon Lenard,12.0,1.0,0.0,SG,2004.0
23899,Wally Szczerbiak,10.0,2.0,1.0,SF,2000.0
23900,Wally Szczerbiak,13.0,3.0,1.0,SF,2001.0
23901,Wally Szczerbiak,18.0,3.0,1.0,SF,2002.0
23904,Wally Szczerbiak,15.0,2.0,1.0,SF,2005.0
23905,Wally Szczerbiak,16.0,2.0,0.0,SF,2006.0
24185,Wesley Johnson,8.0,1.0,0.0,SG,2011.0
24188,Wesley Johnson,8.0,1.0,0.0,SF,2014.0
24189,Wesley Johnson,9.0,1.0,0.0,SF,2015.0
24192,Wesley Matthews,9.0,1.0,0.0,SG,2010.0
24193,Wesley Matthews,15.0,2.0,0.0,SG,2011.0
24194,Wesley Matthews,11.0,1.0,0.0,SG,2012.0
24195,Wesley Matthews,12.0,2.0,0.0,SG,2013.0
24196,Wesley Matthews,16.0,2.0,0.0,SG,2014.0
24197,Wesley Matthews,11.0,1.0,0.0,SG,2015.0
24198,Wesley Matthews,11.0,1.0,0.0,SF,2016.0
24199,Wesley Matthews,12.0,2.0,0.0,SG,2017.0
24205,Wesley Person,8.0,1.0,0.0,SG,2000.0
24207,Wesley Person,14.0,2.0,0.0,SG,2002.0
24240,Will Barton,14.0,2.0,0.0,SG,2016.0
24383,Wilson Chandler,14.0,2.0,1.0,SF,2009.0
24384,Wilson Chandler,12.0,1.0,1.0,SG,2010.0
24385,Wilson Chandler,13.0,1.0,0.0,SF,2011.0
24391,Wilson Chandler,13.0,1.0,1.0,SF,2015.0
24392,Wilson Chandler,13.0,1.0,1.0,SF,2017.0
24486,Yao Ming*,13.0,1.0,2.0,C,2003.0
24487,Yao Ming*,17.0,1.0,2.0,C,2004.0
24488,Yao Ming*,17.0,0.0,2.0,C,2005.0
24491,Yao Ming*,14.0,1.0,2.0,C,2008.0
24492,Yao Ming*,18.0,1.0,2.0,C,2009.0
24515,Zach LaVine,14.0,3.0,0.0,SG,2016.0
24519,Zach Randolph,19.0,1.0,2.0,PF,2004.0
24521,Zach Randolph,16.0,1.0,2.0,PF,2006.0
24522,Zach Randolph,19.0,1.0,2.0,PF,2007.0
24523,Zach Randolph,14.0,1.0,2.0,C,2008.0
24527,Zach Randolph,20.0,1.0,4.0,PF,2010.0
24528,Zach Randolph,18.0,1.0,3.0,PF,2011.0
24530,Zach Randolph,14.0,1.0,3.0,PF,2013.0
24531,Zach Randolph,16.0,2.0,3.0,PF,2014.0
24532,Zach Randolph,13.0,1.0,2.0,PF,2015.0
24533,Zach Randolph,12.0,1.0,2.0,PF,2016.0
24565,Zaza Pachulia,11.0,1.0,3.0,C,2006.0
24566,Zaza Pachulia,10.0,1.0,2.0,C,2007.0
24575,Zaza Pachulia,7.0,1.0,3.0,C,2016.0
24615,Zydrunas Ilgauskas,16.0,1.0,2.0,C,2003.0
24616,Zydrunas Ilgauskas,15.0,1.0,3.0,C,2004.0
24617,Zydrunas Ilgauskas,16.0,1.0,3.0,C,2005.0
24618,Zydrunas Ilgauskas,14.0,1.0,2.0,C,2006.0
24619,Zydrunas Ilgauskas,11.0,1.0,2.0,C,2007.0
24620,Zydrunas Ilgauskas,12.0,1.0,3.0,C,2008.0
